STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT01,WT03,WT04,WT06,WT11
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-01,,,0,0,0,64,43,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-02,,,0.08,0,0,67,40,40,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-03,,,0,0,0,44,26,33,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-04,,,0.1,1.2,1,43,32,34,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-05,,,0,0,0,42,34,35,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-06,,,0,0,0,45,34,39,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-07,,,0,0,0,52,32,40,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-08,,,0,0,0,67,40,49,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-09,,,0,0,0,79,43,50,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-10,,,0,0,,83,50,65,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-11,,,0,0,0,80,61,61,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-12,,,0,0,,74,48,51,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-13,,,0,,,60,51,54,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-14,,,0.48,0,0,60,50,53,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-15,,,0.03,0,0,54,46,47,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-16,,,0.02,0,0,65,45,46,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-17,,,0,0,0,75,43,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-18,,,0,0,0,69,43,43,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-19,,,0,,,68,43,45,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-20,,,0.21,,,46,37,40,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-21,,,0,0,0,43,35,40,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-22,,,0,0,0,54,31,33,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-23,,,0,,,63,33,56,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-24,,,0,,,76,46,51,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-25,,,0,,,78,51,66,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-26,,,0.02,,,74,40,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-27,,,0,,,63,41,49,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-28,,,0.41,0,0,57,49,51,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-29,,,0.04,,,70,47,48,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-30,,,0,,,62,33,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-03-31,,,0,0,0,65,41,55,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-01,,,0,0,0,74,55,69,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-02,,,0.1,0,0,84,50,51,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-03,,,0.12,0,0,63,36,37,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-04,,,0.02,0,0,54,37,51,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-05,,,0.08,0,0,72,30,32,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-06,,,0,0,0,47,28,32,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-07,,,0.04,0,0,57,32,55,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-08,,,0.64,0,0,64,44,45,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-09,,,0.08,0,0,54,39,39,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-10,,,0.03,0,0,50,31,34,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-11,,,0,0,0,53,34,49,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-12,,,0.03,0,0,74,48,61,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-13,,,0,0,0,65,40,43,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-14,,,0,0,0,60,36,41,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-15,,,0,0,0,65,38,44,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-16,,,0,0,0,66,41,50,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-17,,,0,0,0,73,41,51,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-18,,,0,0,0,76,47,51,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-19,,,0,0,0,83,51,56,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-20,,,0,0,0,83,43,55,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-21,,,0,0,0,73,50,54,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-22,,,0,0,0,75,54,66,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-23,,,0,0,0,74,62,64,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-24,,,0.22,0,0,72,44,50,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-25,,,0,0,0,71,48,53,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-26,,,0,0,0,80,53,69,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-27,,,0,0,0,86,55,55,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-28,,,0.04,0,0,56,52,54,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-29,,,0.57,0,0,56,48,49,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-04-30,,,0.02,0,0,56,48,51,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-01,,,0.29,0,0,59,51,55,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-02,,,0.26,0,0,62,55,60,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-03,,,0.89,0,0,80,60,69,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-04,,,0.13,0,0,75,55,55,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-05,,,0.03,0,0,60,50,51,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-06,,,0.13,0,0,57,51,53,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-07,,,0.91,0,0,60,53,59,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-08,,,0.2,0,0,65,55,65,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-09,,,0,0,0,73,44,56,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-10,,,0.08,0,0,67,56,59,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-11,,,0.09,0,0,64,54,55,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-12,,,0.18,0,0,65,55,63,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-13,,,0,0,0,68,63,66,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-14,,,0.11,0,0,78,50,62,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-15,,,0.14,0,0,76,49,52,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-16,,,0,0,0,76,42,48,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-17,,,0,0,0,69,47,57,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-18,,,0.4,0,0,60,55,59,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-19,,,0.03,0,0,69,55,56,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-20,,,0,0,0,73,49,51,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-21,,,0.22,0,0,78,51,57,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-22,,,0.42,0,0,78,51,57,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-23,,,0.38,0,0,65,57,65,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-24,,,0.22,0,0,76,61,65,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-25,,,0,0,0,83,57,59,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-26,,,0,0,0,85,59,61,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-27,,,0,0,0,86,61,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-28,,,0,0,0,92,71,74,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-29,,,0,0,0,92,64,75,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-30,,,0.75,0,0,87,70,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-05-31,,,0.03,0,0,83,70,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-01,,,0,0,0,89,67,70,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-02,,,0,0,0,90,67,69,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-03,,,0,0,0,84,68,73,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-04,,,0.29,0,0,81,73,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-05,,,0.1,0,0,83,74,80,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-06,,,0,0,0,85,70,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-07,,,0,0,0,87,71,73,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-08,,,0,0,0,88,63,65,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-09,,,0,0,0,73,53,63,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-10,,,0,0,0,83,60,61,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-11,,,0,0,0,83,61,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-12,,,0,0,0,96,72,84,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-13,,,0,0,0,93,63,64,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-14,,,0,0,0,81,64,69,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-15,,,0,0,0,83,63,68,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-16,,,0.03,0,0,84,67,71,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-17,,,0.57,0,0,88,67,67,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-18,,,0,0,0,83,63,71,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-19,,,0,0,0,86,66,73,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-20,,,0,0,0,90,65,78,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-21,,,0,0,0,93,75,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-22,,,1.04,0,0,91,70,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-23,,,0.43,0,0,84,70,74,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-24,,,0.12,0,0,81,72,74,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-25,,,0,0,0,86,71,73,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-26,,,0,0,0,86,62,73,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-27,,,0,0,0,87,66,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-28,,,0.16,0,0,87,70,74,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-29,,,0.42,0,0,87,71,77,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-06-30,,,0,0,0,83,62,70,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-01,,,0,0,0,86,69,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-02,,,0.27,0,0,90,69,73,0,,1,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-03,,,0.02,0,0,81,64,65,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-04,,,0.02,0,0,75,65,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-05,,,0.68,0,0,72,66,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-06,,,0,0,0,93,72,83,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-07,,,0,0,0,93,77,79,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-08,,,0,0,0,93,76,80,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-09,,,0.05,0,0,93,77,81,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-10,,,0,0,0,94,73,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-11,,,0,0,0,88,67,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-12,,,0,0,0,89,68,73,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-13,,,0,0,0,87,73,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-14,,,0,0,0,91,73,77,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-15,,,0,0,0,97,73,81,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-16,,,0,0,0,93,73,80,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-17,,,0.16,0,0,95,71,76,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-18,,,0,0,0,93,70,77,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-19,,,0.34,0,0,95,72,80,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-20,,,1.81,0,0,91,70,72,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-21,,,0,0,0,90,67,75,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-22,,,0,0,0,91,73,77,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-23,,,0,0,0,94,77,85,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-24,,,0,0,0,97,76,83,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-25,,,0,0,0,95,77,81,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-26,,,0,0,0,99,77,80,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-27,,,0,0,0,94,80,82,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-28,,,0,0,0,94,79,80,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-29,,,1.82,0,0,94,76,78,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-30,,,0,0,0,91,76,80,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-07-31,,,0.61,0,0,89,75,85,0,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-01,,,0.48,0,0,93,74,85,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-02,,,0,0,0,92,74,80,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-03,,,0,0,0,90,70,74,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-04,,,0,0,0,85,68,73,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-05,,,0,0,0,86,72,76,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-06,,,0,0,0,83,75,79,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-07,,,0,0,0,92,70,76,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-08,,,0,0,0,92,68,79,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-09,,,0,0,0,91,66,73,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-10,,,0,0,0,83,73,83,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-11,,,0,0,0,94,79,83,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-12,,,0,0,0,95,80,83,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-13,,,0,0,0,96,81,84,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-14,,,0,0,0,98,81,86,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-15,,,0,0,0,99,74,82,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-16,,,0.7,0,0,96,74,84,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-17,,,0.02,0,0,94,79,84,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-18,,,0.87,0,0,94,74,83,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-19,,,0,0,0,92,72,80,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-20,,,0,0,0,92,72,76,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-21,,,0,0,0,93,72,79,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-22,,,0.61,0,0,92,67,68,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-23,,,0,0,0,85,64,64,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-24,,,0,0,0,86,64,65,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-25,,,0,0,0,88,65,71,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-26,,,0,0,0,88,71,79,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-27,,,0,0,0,95,76,82,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-28,,,0,0,0,93,72,74,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-29,,,0,0,0,92,71,72,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-30,,,0,0,0,93,72,72,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-08-31,,,0,0,0,92,68,69,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-09-01,,,0.07,0,0,93,69,72,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-09-02,,,0,0,0,83,65,66,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-09-03,,,0,0,0,81,66,70,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-09-04,,,0.07,0,0,81,67,73,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-09-05,,,0,0,0,83,60,71,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-09-06,,,0,0,0,88,71,72,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-09-07,,,0,0,0,93,68,72,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2016-09-08,,,0.03,0,0,93,71,73,,,,,,
